index,DATE,TAVG,TMIN,TMAX,rating
712,2006-12-14,NaN,36,58,bad
713,2006-12-15,NaN,41,55,bad
714,2006-12-16,NaN,37,53,bad
715,2006-12-17,NaN,31,56,good
716,2006-12-18,NaN,41,54,bad
717,2006-12-19,NaN,32,45,good
718,2006-12-20,NaN,26,44,good
719,2006-12-21,NaN,35,52,good
720,2006-12-22,NaN,25,44,bad
721,2006-12-23,NaN,43,59,bad
722,2006-12-24,NaN,33,51,good
723,2006-12-25,NaN,29,46,bad
724,2006-12-26,NaN,42,52,worse
725,2006-12-27,NaN,32,44,bad
726,2006-12-28,NaN,26,48,good
727,2006-12-29,NaN,25,39,good
728,2006-12-30,NaN,25,42,bad
729,2006-12-31,NaN,28,42,good
730,2007-01-01,NaN,31,56,bad
731,2007-01-02,NaN,35,48,bad
732,2007-01-03,NaN,26,51,good
733,2007-01-04,NaN,38,57,good
734,2007-01-05,NaN,45,63,bad
735,2007-01-06,NaN,54,64,bad
736,2007-01-07,NaN,42,54,bad
737,2007-01-08,NaN,40,57,bad
738,2007-01-09,NaN,31,45,good
739,2007-01-10,NaN,25,38,good
740,2007-01-11,NaN,22,37,good
741,2007-01-12,NaN,36,51,good
742,2007-01-13,NaN,40,53,worse
743,2007-01-14,NaN,35,41,bad
744,2007-01-15,NaN,36,44,worse
745,2007-01-16,NaN,22,45,worse
746,2007-01-17,NaN,13,24,good
747,2007-01-18,NaN,13,46,bad
748,2007-01-19,NaN,34,44,bad
749,2007-01-20,NaN,17,34,good
750,2007-01-21,NaN,14,27,good
751,2007-01-22,NaN,22,27,bad
752,2007-01-23,NaN,23,35,bad
753,2007-01-24,NaN,21,42,good
754,2007-01-25,NaN,12,33,bad
755,2007-01-26,NaN,3,15,bad
756,2007-01-27,NaN,7,28,bad
757,2007-01-28,NaN,27,42,bad
758,2007-01-29,NaN,17,30,good
759,2007-01-30,NaN,13,33,good
760,2007-01-31,NaN,21,34,bad
761,2007-02-01,NaN,21,38,good
762,2007-02-02,NaN,29,38,bad
763,2007-02-03,NaN,21,36,bad
764,2007-02-04,NaN,16,26,good
765,2007-02-05,NaN,10,20,good
766,2007-02-06,NaN,11,28,good
767,2007-02-07,NaN,12,25,good
768,2007-02-08,NaN,14,29,good
769,2007-02-09,NaN,17,29,good
770,2007-02-10,NaN,13,35,good
771,2007-02-11,NaN,16,34,good
772,2007-02-12,NaN,20,40,good
773,2007-02-13,NaN,14,28,bad
774,2007-02-14,NaN,19,38,worse
775,2007-02-15,NaN,14,24,good
776,2007-02-16,NaN,14,31,good
777,2007-02-17,NaN,21,36,good
778,2007-02-18,NaN,21,36,good
779,2007-02-19,NaN,11,24,good
780,2007-02-20,NaN,21,51,good
781,2007-02-21,NaN,32,48,bad
782,2007-02-22,NaN,25,42,worse
783,2007-02-23,NaN,20,35,bad
784,2007-02-24,NaN,16,38,good
785,2007-02-25,NaN,23,45,good
786,2007-02-26,NaN,29,36,worse
787,2007-02-27,NaN,29,38,bad
788,2007-02-28,NaN,31,46,bad
789,2007-03-01,NaN,25,42,bad
790,2007-03-02,NaN,27,53,worse
791,2007-03-03,NaN,26,57,worse
792,2007-03-04,NaN,31,42,bad
793,2007-03-05,NaN,22,40,bad
794,2007-03-06,NaN,8,22,bad
795,2007-03-07,NaN,7,25,good
796,2007-03-08,NaN,11,30,bad
797,2007-03-09,NaN,7,30,good
798,2007-03-10,NaN,21,51,good
799,2007-03-11,NaN,35,53,bad
800,2007-03-12,NaN,30,54,good
801,2007-03-13,NaN,33,60,good
802,2007-03-14,NaN,40,67,bad
803,2007-03-15,NaN,34,62,bad
804,2007-03-16,NaN,28,35,worse
805,2007-03-17,NaN,28,37,bad
806,2007-03-18,NaN,24,37,bad
807,2007-03-19,NaN,27,41,bad
808,2007-03-20,NaN,30,47,bad
809,2007-03-21,NaN,22,39,good
810,2007-03-22,NaN,36,54,bad
811,2007-03-23,NaN,35,60,bad
812,2007-03-24,NaN,33,52,worse
813,2007-03-25,NaN,33,50,bad
814,2007-03-26,NaN,32,48,bad
815,2007-03-27,NaN,45,70,worse
816,2007-03-28,NaN,41,60,good
817,2007-03-29,NaN,34,54,good
818,2007-03-30,NaN,33,64,good
819,2007-03-31,NaN,35,53,good
820,2007-04-01,NaN,31,55,bad
821,2007-04-02,NaN,39,44,bad
822,2007-04-03,NaN,36,48,worse
823,2007-04-04,NaN,36,41,worse
824,2007-04-05,NaN,32,48,worse
825,2007-04-06,NaN,28,42,good
826,2007-04-07,NaN,27,43,good
827,2007-04-08,NaN,27,44,good
828,2007-04-09,NaN,32,52,good
829,2007-04-10,NaN,32,49,good
830,2007-04-11,NaN,30,49,good
831,2007-04-12,NaN,37,42,worse
832,2007-04-13,NaN,37,50,bad
833,2007-04-14,NaN,38,56,good
834,2007-04-15,NaN,39,51,bad
835,2007-04-16,NaN,42,54,bad
836,2007-04-17,NaN,39,43,bad
837,2007-04-18,NaN,40,45,bad
838,2007-04-19,NaN,40,56,bad
839,2007-04-20,NaN,34,64,good
840,2007-04-21,NaN,40,78,good
841,2007-04-22,NaN,46,70,good
842,2007-04-23,NaN,43,79,good
843,2007-04-24,NaN,49,76,good
844,2007-04-25,NaN,44,63,bad
845,2007-04-26,NaN,40,59,worse
846,2007-04-27,NaN,47,54,worse
847,2007-04-28,NaN,47,63,worse
848,2007-04-29,NaN,49,65,worse
849,2007-04-30,NaN,47,75,bad
850,2007-05-01,NaN,48,70,bad
851,2007-05-02,NaN,48,67,bad
852,2007-05-03,NaN,44,70,good
853,2007-05-04,NaN,45,68,bad
854,2007-05-05,NaN,38,68,good
855,2007-05-06,NaN,41,55,bad
856,2007-05-07,NaN,34,62,good
857,2007-05-08,NaN,40,74,good
858,2007-05-09,NaN,55,83,bad
859,2007-05-10,NaN,60,80,bad
860,2007-05-11,NaN,57,68,bad
861,2007-05-12,NaN,51,67,bad
862,2007-05-13,NaN,51,68,bad
863,2007-05-14,NaN,41,73,good
864,2007-05-15,NaN,50,77,bad
865,2007-05-16,NaN,49,83,worse
866,2007-05-17,NaN,45,59,worse
867,2007-05-18,NaN,42,45,bad
868,2007-05-19,NaN,43,54,bad
869,2007-05-20,NaN,50,74,bad
870,2007-05-21,NaN,48,67,bad
871,2007-05-22,NaN,44,71,good
872,2007-05-23,NaN,46,71,bad
873,2007-05-24,NaN,51,81,good
874,2007-05-25,NaN,66,93,good
875,2007-05-26,NaN,65,86,bad
876,2007-05-27,NaN,58,75,bad
877,2007-05-28,NaN,60,84,bad
878,2007-05-29,NaN,57,79,good
879,2007-05-30,NaN,54,83,good
880,2007-05-31,NaN,58,73,bad
881,2007-06-01,NaN,57,88,worse
882,2007-06-02,NaN,64,86,bad
883,2007-06-03,NaN,55,73,bad
884,2007-06-04,NaN,55,66,bad
885,2007-06-05,NaN,60,76,bad
886,2007-06-06,NaN,52,71,bad
887,2007-06-07,NaN,47,72,good
888,2007-06-08,NaN,56,73,worse
889,2007-06-09,NaN,59,64,worse
890,2007-06-10,NaN,55,74,bad
891,2007-06-11,NaN,65,82,bad
892,2007-06-12,NaN,62,76,bad
893,2007-06-13,NaN,54,62,bad
894,2007-06-14,NaN,53,64,bad
895,2007-06-15,NaN,52,74,good
896,2007-06-16,NaN,51,76,bad
897,2007-06-17,NaN,59,87,bad
898,2007-06-18,NaN,63,80,good
899,2007-06-19,NaN,62,81,good
900,2007-06-20,NaN,65,77,bad
901,2007-06-21,NaN,61,81,bad
902,2007-06-22,NaN,58,74,bad
903,2007-06-23,NaN,54,73,good
904,2007-06-24,NaN,51,80,good
905,2007-06-25,NaN,62,88,bad
906,2007-06-26,NaN,64,95,bad
907,2007-06-27,NaN,72,95,bad
908,2007-06-28,NaN,72,92,bad
909,2007-06-29,NaN,61,74,bad
910,2007-06-30,NaN,61,81,bad
911,2007-07-01,NaN,59,75,bad
912,2007-07-02,NaN,54,76,bad
913,2007-07-03,NaN,54,79,good
914,2007-07-04,NaN,57,77,bad
915,2007-07-05,NaN,64,81,worse
916,2007-07-06,NaN,66,85,worse
917,2007-07-07,NaN,63,84,good
918,2007-07-08,NaN,65,91,bad
919,2007-07-09,NaN,66,81,bad
920,2007-07-10,NaN,66,86,worse
921,2007-07-11,NaN,72,81,bad
922,2007-07-12,NaN,65,84,bad
923,2007-07-13,NaN,59,87,good
924,2007-07-14,NaN,63,86,bad
925,2007-07-15,NaN,67,88,bad
926,2007-07-16,NaN,67,85,bad
927,2007-07-17,NaN,63,86,good
928,2007-07-18,NaN,65,73,worse
929,2007-07-19,NaN,69,83,worse
930,2007-07-20,NaN,65,84,worse
931,2007-07-21,NaN,62,81,good
932,2007-07-22,NaN,64,82,good
933,2007-07-23,NaN,63,71,bad
934,2007-07-24,NaN,64,84,bad
935,2007-07-25,NaN,65,87,good
936,2007-07-26,NaN,62,85,good
937,2007-07-27,NaN,70,87,good
938,2007-07-28,NaN,73,86,bad
939,2007-07-29,NaN,72,85,worse
940,2007-07-30,NaN,69,84,worse
941,2007-07-31,NaN,69,87,bad
942,2007-08-01,NaN,68,89,bad
943,2007-08-02,NaN,67,93,bad
944,2007-08-03,NaN,71,93,bad
945,2007-08-04,NaN,73,92,bad
946,2007-08-05,NaN,67,84,good
947,2007-08-06,NaN,66,82,bad
948,2007-08-07,NaN,71,86,worse
949,2007-08-08,NaN,72,91,worse
950,2007-08-09,NaN,66,80,good
951,2007-08-10,NaN,54,67,bad
952,2007-08-11,NaN,54,83,good
953,2007-08-12,NaN,64,87,good
954,2007-08-13,NaN,67,87,bad
955,2007-08-14,NaN,57,81,good
956,2007-08-15,NaN,58,83,bad
957,2007-08-16,NaN,67,85,bad
958,2007-08-17,NaN,64,80,bad
959,2007-08-18,NaN,57,76,bad
960,2007-08-19,NaN,51,75,good
961,2007-08-20,NaN,56,75,bad
962,2007-08-21,NaN,56,69,bad
963,2007-08-22,NaN,59,75,good
964,2007-08-23,NaN,63,76,bad
965,2007-08-24,NaN,67,88,bad
966,2007-08-25,NaN,70,92,bad
967,2007-08-26,NaN,70,87,bad
968,2007-08-27,NaN,65,84,good
969,2007-08-28,NaN,61,85,good
970,2007-08-29,NaN,58,83,good
971,2007-08-30,NaN,60,85,good
972,2007-08-31,NaN,61,86,good
973,2007-09-01,NaN,62,81,good
974,2007-09-02,NaN,55,77,good
975,2007-09-03,NaN,58,84,good
976,2007-09-04,NaN,61,85,bad
977,2007-09-05,NaN,52,80,good
978,2007-09-06,NaN,56,74,good
979,2007-09-07,NaN,65,89,good
980,2007-09-08,NaN,69,92,good
981,2007-09-09,NaN,62,80,bad
982,2007-09-10,NaN,61,72,bad
983,2007-09-11,NaN,63,74,worse
984,2007-09-12,NaN,56,76,bad
985,2007-09-13,NaN,52,74,bad
986,2007-09-14,NaN,53,74,bad
987,2007-09-15,NaN,53,68,bad
988,2007-09-16,NaN,48,67,good
989,2007-09-17,NaN,47,68,good
990,2007-09-18,NaN,45,70,good
991,2007-09-19,NaN,48,69,bad
992,2007-09-20,NaN,57,81,bad
993,2007-09-21,NaN,58,80,bad
994,2007-09-22,NaN,62,79,bad
995,2007-09-23,NaN,62,80,good
996,2007-09-24,NaN,53,81,good
997,2007-09-25,NaN,57,86,good
998,2007-09-26,NaN,67,89,bad
999,2007-09-27,NaN,65,81,worse
1000,2007-09-28,NaN,61,80,bad
1001,2007-09-29,NaN,54,76,good
1002,2007-09-30,NaN,51,70,good
1003,2007-10-01,NaN,47,66,good
1004,2007-10-02,NaN,47,73,good
1005,2007-10-03,NaN,64,72,worse
1006,2007-10-04,NaN,64,82,worse
1007,2007-10-05,NaN,61,83,bad
1008,2007-10-06,NaN,63,84,bad
1009,2007-10-07,NaN,53,73,bad
1010,2007-10-08,NaN,53,75,bad
1011,2007-10-09,NaN,54,65,bad
1012,2007-10-10,NaN,55,60,bad
1013,2007-10-11,NaN,58,63,worse
1014,2007-10-12,NaN,42,63,bad
1015,2007-10-13,NaN,38,62,good
1016,2007-10-14,NaN,43,63,good
1017,2007-10-15,NaN,39,65,good
1018,2007-10-16,NaN,45,66,good
1019,2007-10-17,NaN,40,70,bad
1020,2007-10-18,NaN,62,77,bad
1021,2007-10-19,NaN,64,71,bad
1022,2007-10-20,NaN,53,73,bad
1023,2007-10-21,NaN,51,75,good
1024,2007-10-22,NaN,53,81,good
1025,2007-10-23,NaN,62,77,good
1026,2007-10-24,NaN,54,72,bad
1027,2007-10-25,NaN,42,57,bad
1028,2007-10-26,NaN,41,62,bad
1029,2007-10-27,NaN,54,71,bad
1030,2007-10-28,NaN,41,59,good
1031,2007-10-29,NaN,34,52,good
1032,2007-10-30,NaN,36,63,good
1033,2007-10-31,NaN,39,66,bad
1034,2007-11-01,NaN,47,69,good
1035,2007-11-02,NaN,41,54,good
1036,2007-11-03,NaN,44,49,bad
1037,2007-11-04,NaN,40,58,good
1038,2007-11-05,NaN,36,56,good
1039,2007-11-06,NaN,37,57,bad
1040,2007-11-07,NaN,35,51,good
1041,2007-11-08,NaN,27,46,good
1042,2007-11-09,NaN,33,48,good
1043,2007-11-10,NaN,32,43,bad
1044,2007-11-11,NaN,27,46,good
1045,2007-11-12,NaN,26,48,bad
1046,2007-11-13,NaN,36,60,bad
1047,2007-11-14,NaN,32,59,bad
1048,2007-11-15,NaN,43,65,bad
1049,2007-11-16,NaN,33,49,bad
1050,2007-11-17,NaN,31,44,good
1051,2007-11-18,NaN,32,46,good
1052,2007-11-19,NaN,32,44,good
1053,2007-11-20,NaN,26,44,worse
1054,2007-11-21,NaN,35,52,bad
1055,2007-11-22,NaN,41,67,bad
1056,2007-11-23,NaN,28,41,good
1057,2007-11-24,NaN,21,36,good
1058,2007-11-25,NaN,26,51,good
1059,2007-11-26,NaN,38,61,bad
1060,2007-11-27,NaN,35,63,bad
1061,2007-11-28,NaN,34,46,good
1062,2007-11-29,NaN,36,52,bad
1063,2007-11-30,NaN,32,42,good
1064,2007-12-01,NaN,20,40,good
1065,2007-12-02,NaN,20,28,bad
1066,2007-12-03,NaN,27,39,worse
1067,2007-12-04,NaN,23,32,bad
1068,2007-12-05,NaN,22,33,good
1069,2007-12-06,NaN,20,33,good
1070,2007-12-07,NaN,19,38,bad
1071,2007-12-08,NaN,29,44,bad
1072,2007-12-09,NaN,28,36,worse
1073,2007-12-10,NaN,27,34,worse
1074,2007-12-11,NaN,22,45,bad
1075,2007-12-12,NaN,31,52,bad
1076,2007-12-13,NaN,23,32,worse
1077,2007-12-14,NaN,26,42,worse
1078,2007-12-15,NaN,22,33,good
1079,2007-12-16,NaN,22,39,worse
1080,2007-12-17,NaN,20,36,bad
1081,2007-12-18,NaN,11,35,good
1082,2007-12-19,NaN,19,38,bad
1083,2007-12-20,NaN,31,36,worse
1084,2007-12-21,NaN,27,31,worse
1085,2007-12-22,NaN,28,38,bad
1086,2007-12-23,NaN,33,57,bad
1087,2007-12-24,NaN,35,57,bad
1088,2007-12-25,NaN,27,43,good
1089,2007-12-26,NaN,23,40,bad
1090,2007-12-27,NaN,35,41,worse
1091,2007-12-28,NaN,33,48,bad
1092,2007-12-29,NaN,33,53,bad
1093,2007-12-30,NaN,27,43,bad
1094,2007-12-31,NaN,26,44,worse
1095,2008-01-01,NaN,23,44,worse
1096,2008-01-02,NaN,13,34,bad
1097,2008-01-03,NaN,8,17,good
1098,2008-01-04,NaN,7,36,good
1099,2008-01-05,NaN,21,42,bad
1100,2008-01-06,NaN,36,49,good
1101,2008-01-07,NaN,34,59,bad
1102,2008-01-08,NaN,39,66,bad
1103,2008-01-09,NaN,39,59,bad
1104,2008-01-10,NaN,34,49,bad
1105,2008-01-11,NaN,37,58,worse
1106,2008-01-12,NaN,33,52,bad
1107,2008-01-13,NaN,29,48,good
1108,2008-01-14,NaN,30,39,worse
1109,2008-01-15,NaN,26,39,bad
1110,2008-01-16,NaN,24,35,good
1111,2008-01-17,NaN,19,37,bad
1112,2008-01-18,NaN,33,49,bad
1113,2008-01-19,NaN,28,37,good
1114,2008-01-20,NaN,17,34,bad
1115,2008-01-21,NaN,14,26,good
1116,2008-01-22,NaN,16,40,bad
1117,2008-01-23,NaN,26,39,good
1118,2008-01-24,NaN,18,33,bad
1119,2008-01-25,NaN,16,32,good
1120,2008-01-26,NaN,22,33,good
1121,2008-01-27,NaN,24,33,bad
1122,2008-01-28,NaN,23,44,good
1123,2008-01-29,NaN,24,45,bad
1124,2008-01-30,NaN,30,49,bad
1125,2008-01-31,NaN,24,38,good
1126,2008-02-01,NaN,24,53,worse
1127,2008-02-02,NaN,33,49,good
1128,2008-02-03,NaN,30,48,good
1129,2008-02-04,NaN,28,39,worse
1130,2008-02-05,NaN,37,52,worse
1131,2008-02-06,NaN,38,48,bad
1132,2008-02-07,NaN,31,38,worse
1133,2008-02-08,NaN,29,34,worse
1134,2008-02-09,NaN,22,38,worse
1135,2008-02-10,NaN,16,47,worse
1136,2008-02-11,NaN,11,27,good
1137,2008-02-12,NaN,12,30,bad
1138,2008-02-13,NaN,26,54,worse
1139,2008-02-14,NaN,28,41,bad
1140,2008-02-15,NaN,26,49,good
1141,2008-02-16,NaN,21,33,good
1142,2008-02-17,NaN,18,47,bad
1143,2008-02-18,NaN,41,62,bad
1144,2008-02-19,NaN,28,45,bad
1145,2008-02-20,NaN,22,33,good
1146,2008-02-21,NaN,19,33,good
1147,2008-02-22,NaN,23,33,worse
1148,2008-02-23,NaN,26,34,bad
1149,2008-02-24,NaN,22,39,good
1150,2008-02-25,NaN,21,47,good
1151,2008-02-26,NaN,27,45,bad
1152,2008-02-27,NaN,24,42,bad
1153,2008-02-28,NaN,16,30,bad
1154,2008-02-29,NaN,12,28,bad
1155,2008-03-01,NaN,27,42,worse
1156,2008-03-02,NaN,27,43,good
1157,2008-03-03,NaN,23,50,good
1158,2008-03-04,NaN,43,61,worse
1159,2008-03-05,NaN,38,61,worse
1160,2008-03-06,NaN,29,47,good
1161,2008-03-07,NaN,28,52,worse
1162,2008-03-08,NaN,40,62,worse
1163,2008-03-09,NaN,29,47,good
1164,2008-03-10,NaN,24,41,good
1165,2008-03-11,NaN,27,45,good
1166,2008-03-12,NaN,32,47,worse
1167,2008-03-13,NaN,30,41,bad
1168,2008-03-14,NaN,32,53,good
1169,2008-03-15,NaN,36,42,worse
1170,2008-03-16,NaN,36,46,bad
1171,2008-03-17,NaN,30,47,good
1172,2008-03-18,NaN,27,44,good
1173,2008-03-19,NaN,35,49,worse
1174,2008-03-20,NaN,35,56,worse
1175,2008-03-21,NaN,31,42,good
1176,2008-03-22,NaN,29,49,good
1177,2008-03-23,NaN,28,47,good
1178,2008-03-24,NaN,24,50,good
1179,2008-03-25,NaN,30,42,bad
1180,2008-03-26,NaN,35,60,bad
1181,2008-03-27,NaN,30,51,bad
1182,2008-03-28,NaN,34,43,worse
1183,2008-03-29,NaN,29,43,good
1184,2008-03-30,NaN,24,46,good
1185,2008-03-31,NaN,25,54,worse
1186,2008-04-01,NaN,53,60,worse
1187,2008-04-02,NaN,34,57,good
1188,2008-04-03,NaN,30,52,good
1189,2008-04-04,NaN,37,49,worse
1190,2008-04-05,NaN,44,55,worse
1191,2008-04-06,NaN,39,44,bad
1192,2008-04-07,NaN,37,49,bad
1193,2008-04-08,NaN,34,58,good
1194,2008-04-09,NaN,33,51,worse
1195,2008-04-10,NaN,46,74,worse
1196,2008-04-11,NaN,43,53,worse
1197,2008-04-12,NaN,47,72,worse
1198,2008-04-13,NaN,39,55,bad
1199,2008-04-14,NaN,35,55,good
1200,2008-04-15,NaN,37,60,good
1201,2008-04-16,NaN,32,64,good
1202,2008-04-17,NaN,34,71,good
1203,2008-04-18,NaN,43,78,good
1204,2008-04-19,NaN,46,75,good
1205,2008-04-20,NaN,43,66,good
1206,2008-04-21,NaN,45,68,good
1207,2008-04-22,NaN,43,69,good
1208,2008-04-23,NaN,44,82,bad
1209,2008-04-24,NaN,56,76,worse
1210,2008-04-25,NaN,45,69,good
1211,2008-04-26,NaN,43,63,bad
1212,2008-04-27,NaN,44,52,bad
1213,2008-04-28,NaN,45,58,bad
1214,2008-04-29,NaN,43,59,worse
1215,2008-04-30,NaN,38,56,good
1216,2008-05-01,NaN,34,60,good
1217,2008-05-02,NaN,47,51,worse
1218,2008-05-03,NaN,45,48,worse
1219,2008-05-04,NaN,45,59,worse
1220,2008-05-05,NaN,40,67,bad
1221,2008-05-06,NaN,43,74,good
1222,2008-05-07,NaN,56,74,good
1223,2008-05-08,NaN,55,75,bad
1224,2008-05-09,NaN,47,59,bad
1225,2008-05-10,NaN,45,67,bad
1226,2008-05-11,NaN,41,65,good
1227,2008-05-12,NaN,45,50,good
1228,2008-05-13,NaN,47,68,good
1229,2008-05-14,NaN,42,73,good
1230,2008-05-15,NaN,48,65,bad
1231,2008-05-16,NaN,48,60,worse
1232,2008-05-17,NaN,49,75,bad
1233,2008-05-18,NaN,54,71,bad
1234,2008-05-19,NaN,49,61,bad
1235,2008-05-20,NaN,45,63,bad
1236,2008-05-21,NaN,48,69,bad
1237,2008-05-22,NaN,48,60,bad
1238,2008-05-23,NaN,45,73,good
1239,2008-05-24,NaN,53,71,bad
1240,2008-05-25,NaN,50,76,good
1241,2008-05-26,NaN,52,77,bad
1242,2008-05-27,NaN,59,78,worse
1243,2008-05-28,NaN,50,69,good
1244,2008-05-29,NaN,46,77,good
1245,2008-05-30,NaN,57,77,good
1246,2008-05-31,NaN,61,68,worse
1247,2008-06-01,NaN,58,84,bad
1248,2008-06-02,NaN,58,80,good
1249,2008-06-03,NaN,56,85,good
1250,2008-06-04,NaN,58,67,worse
1251,2008-06-05,NaN,57,62,bad
1252,2008-06-06,NaN,54,60,worse
1253,2008-06-07,NaN,56,85,bad
1254,2008-06-08,NaN,74,94,bad
1255,2008-06-09,NaN,74,97,good
1256,2008-06-10,NaN,70,96,bad
1257,2008-06-11,NaN,69,87,good
1258,2008-06-12,NaN,57,83,good
1259,2008-06-13,NaN,56,80,good
1260,2008-06-14,NaN,60,84,worse
1261,2008-06-15,NaN,58,68,worse
1262,2008-06-16,NaN,59,69,worse
1263,2008-06-17,NaN,59,79,worse
1264,2008-06-18,NaN,53,74,worse
1265,2008-06-19,NaN,57,73,bad
1266,2008-06-20,NaN,58,79,good
1267,2008-06-21,NaN,63,84,bad
1268,2008-06-22,NaN,65,82,bad
1269,2008-06-23,NaN,68,76,bad
1270,2008-06-24,NaN,62,81,worse
1271,2008-06-25,NaN,62,83,good
1272,2008-06-26,NaN,62,79,worse
1273,2008-06-27,NaN,65,84,worse
1274,2008-06-28,NaN,68,85,worse
1275,2008-06-29,NaN,70,92,worse
1276,2008-06-30,NaN,70,88,worse
1277,2008-07-01,NaN,68,87,bad
1278,2008-07-02,NaN,68,83,bad
1279,2008-07-03,NaN,65,88,good
1280,2008-07-04,NaN,65,74,worse
1281,2008-07-05,NaN,66,72,worse
1282,2008-07-06,NaN,67,80,bad
1283,2008-07-07,NaN,69,87,bad
1284,2008-07-08,NaN,71,90,bad
1285,2008-07-09,NaN,71,90,worse
1286,2008-07-10,NaN,67,86,bad
1287,2008-07-11,NaN,62,84,bad
1288,2008-07-12,NaN,66,84,good
1289,2008-07-13,NaN,69,82,good
1290,2008-07-14,NaN,70,87,bad
1291,2008-07-15,NaN,65,88,good
1292,2008-07-16,NaN,64,91,bad
1293,2008-07-17,NaN,67,93,bad
1294,2008-07-18,NaN,69,95,bad
1295,2008-07-19,NaN,72,96,bad
1296,2008-07-20,NaN,72,94,good
1297,2008-07-21,NaN,71,90,bad
1298,2008-07-22,NaN,68,82,bad
1299,2008-07-23,NaN,67,78,worse
1300,2008-07-24,NaN,69,80,worse
1301,2008-07-25,NaN,67,85,bad
1302,2008-07-26,NaN,63,86,good
1303,2008-07-27,NaN,64,78,worse
1304,2008-07-28,NaN,63,85,bad
1305,2008-07-29,NaN,68,87,bad
1306,2008-07-30,NaN,66,83,bad
1307,2008-07-31,NaN,70,83,bad
1308,2008-08-01,NaN,69,86,good
1309,2008-08-02,NaN,68,84,worse
1310,2008-08-03,NaN,66,83,bad
1311,2008-08-04,NaN,65,84,good
1312,2008-08-05,NaN,66,78,good
1313,2008-08-06,NaN,64,69,worse
1314,2008-08-07,NaN,65,74,worse
1315,2008-08-08,NaN,61,79,worse
1316,2008-08-09,NaN,58,77,good
1317,2008-08-10,NaN,61,78,bad
1318,2008-08-11,NaN,65,72,bad
1319,2008-08-12,NaN,62,76,bad
1320,2008-08-13,NaN,60,79,good
1321,2008-08-14,NaN,64,83,worse
1322,2008-08-15,NaN,64,77,worse
1323,2008-08-16,NaN,63,81,bad
1324,2008-08-17,NaN,62,83,good
1325,2008-08-18,NaN,66,86,good
1326,2008-08-19,NaN,59,82,bad
1327,2008-08-20,NaN,53,73,good
1328,2008-08-21,NaN,55,77,good
1329,2008-08-22,NaN,58,79,good
1330,2008-08-23,NaN,57,76,good
1331,2008-08-24,NaN,58,79,good
1332,2008-08-25,NaN,63,83,bad
1333,2008-08-26,NaN,57,76,good
1334,2008-08-27,NaN,55,78,good
1335,2008-08-28,NaN,57,81,good
1336,2008-08-29,NaN,56,79,good
1337,2008-08-30,NaN,65,71,worse
1338,2008-08-31,NaN,64,82,good
1339,2008-09-01,NaN,62,84,good
1340,2008-09-02,NaN,63,81,good
1341,2008-09-03,NaN,56,81,bad
1342,2008-09-04,NaN,64,87,bad
1343,2008-09-05,NaN,68,85,bad
1344,2008-09-06,NaN,71,79,bad
1345,2008-09-07,NaN,63,80,bad
1346,2008-09-08,NaN,59,79,good
1347,2008-09-09,NaN,61,77,worse
1348,2008-09-10,NaN,56,71,good
1349,2008-09-11,NaN,50,71,good
1350,2008-09-12,NaN,54,68,bad
1351,2008-09-13,NaN,64,73,bad
1352,2008-09-14,NaN,65,72,worse
1353,2008-09-15,NaN,62,83,bad
1354,2008-09-16,NaN,57,69,good
1355,2008-09-17,NaN,54,71,good
1356,2008-09-18,NaN,51,70,good
1357,2008-09-19,NaN,47,63,good
1358,2008-09-20,NaN,46,67,good
1359,2008-09-21,NaN,49,77,good
1360,2008-09-22,NaN,50,62,good
1361,2008-09-23,NaN,48,67,good
1362,2008-09-24,NaN,45,68,good
1363,2008-09-25,NaN,46,67,good
1364,2008-09-26,NaN,58,67,worse
1365,2008-09-27,NaN,64,71,worse
1366,2008-09-28,NaN,66,71,bad
1367,2008-09-29,NaN,64,70,worse
1368,2008-09-30,NaN,61,67,bad
1369,2008-10-01,NaN,61,73,bad
1370,2008-10-02,NaN,47,65,worse
1371,2008-10-03,NaN,45,66,bad
1372,2008-10-04,NaN,42,63,good
1373,2008-10-05,NaN,42,54,worse
1374,2008-10-06,NaN,44,61,bad
1375,2008-10-07,NaN,42,65,good
1376,2008-10-08,NaN,39,69,good
1377,2008-10-09,NaN,58,73,worse
1378,2008-10-10,NaN,50,71,bad
1379,2008-10-11,NaN,46,69,good
1380,2008-10-12,NaN,46,68,good
1381,2008-10-13,NaN,50,70,good
1382,2008-10-14,NaN,51,64,good
1383,2008-10-15,NaN,52,68,bad
1384,2008-10-16,NaN,52,70,worse
1385,2008-10-17,NaN,45,60,good
1386,2008-10-18,NaN,40,55,good
1387,2008-10-19,NaN,40,51,good
1388,2008-10-20,NaN,37,59,good
1389,2008-10-21,NaN,32,63,bad
1390,2008-10-22,NaN,40,47,bad
1391,2008-10-23,NaN,32,50,good
1392,2008-10-24,NaN,31,60,good
1393,2008-10-25,NaN,42,64,worse
1394,2008-10-26,NaN,44,66,bad
1395,2008-10-27,NaN,41,64,bad
1396,2008-10-28,NaN,38,51,worse
1397,2008-10-29,NaN,32,47,good
1398,2008-10-30,NaN,30,48,good
1399,2008-10-31,NaN,29,63,good
1400,2008-11-01,NaN,40,64,good
1401,2008-11-02,NaN,29,47,good
1402,2008-11-03,NaN,26,55,bad
1403,2008-11-04,NaN,37,60,bad
